gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,2,6144,7168,ck,8,0,22.4083,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,7.86,1967.09,0.0
gfx950,256,4,6144,7168,ck,8,0,22.3842,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,15.74,1970.94,0.0
gfx950,256,8,6144,7168,ck,8,0,22.4718,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,31.36,1966.72,0.0
gfx950,256,16,6144,7168,ck,8,0,21.7095,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,64.92,2042.95,0.0
gfx950,256,32,6144,7168,ck,8,0,21.6941,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,129.92,2058.75,0.0
gfx950,256,64,6144,7168,ck,18,0,26.0136,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,216.7,1740.83,0.0
gfx950,256,128,6144,7168,ck,18,0,26.4924,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,425.57,1756.37,0.0
gfx950,256,256,6144,7168,ck,2,0,42.8402,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,526.34,1144.27,0.0
gfx950,256,512,6144,7168,ck,0,0,53.8372,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,837.66,1003.05,0.0
gfx950,256,1024,6144,7168,ck,0,0,89.5208,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1007.52,714.51,0.0
gfx950,256,2048,6144,7168,ck,0,0,138.2083,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1305.19,606.95,0.0
gfx950,256,4096,6144,7168,cktile,29,0,245.2901,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1470.82,504.43,0.0
gfx950,256,8192,6144,7168,cktile,29,0,402.4955,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1792.7,505.41,0.0
gfx950,256,16384,6144,7168,cktile,28,0,738.6378,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1953.74,491.18,0.0
gfx950,256,1,7168,3072,ck,8,0,10.8626,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.05,2028.75,0.0
gfx950,256,2,7168,3072,ck,8,0,10.8929,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,8.09,2024.71,0.0
gfx950,256,4,7168,3072,ck,8,0,10.8457,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,16.24,2036.73,0.0
gfx950,256,8,7168,3072,ck,8,0,10.9749,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,32.1,2019.09,0.0
gfx950,256,16,7168,3072,ck,8,0,10.5586,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,66.74,2111.89,0.0
gfx950,256,32,7168,3072,ck,8,0,10.7871,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,130.65,2092.98,0.0
gfx950,256,64,7168,3072,ck,18,0,13.0395,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,216.16,1774.16,0.0
gfx950,256,128,7168,3072,ck,18,0,13.4186,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,420.1,1807.07,0.0
gfx950,256,256,7168,3072,ck,2,0,21.402,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,526.79,1237.11,0.0
gfx950,256,512,7168,3072,ck,0,0,28.1219,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,801.82,1099.96,0.0
gfx950,256,1024,7168,3072,ck,0,0,46.7273,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,965.11,852.73,0.0
gfx950,256,2048,7168,3072,ck,0,0,83.8208,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1076.04,688.04,0.0
gfx950,256,4096,7168,3072,cktile,28,0,140.9693,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1279.63,662.01,0.0
gfx950,256,8192,7168,3072,cktile,11,0,234.0696,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1541.32,703.32,0.0
gfx950,256,16384,7168,3072,cktile,29,0,436.5257,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1652.95,703.81,0.0
gfx950,256,1,65536,1536,ck,6,0,20.3389,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,9.9,4955.82,0.0
gfx950,256,2,65536,1536,ck,8,0,20.832,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.33,4844.88,0.0
gfx950,256,4,65536,1536,ck,8,0,20.791,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,38.73,4867.19,0.0
gfx950,256,8,65536,1536,ck,8,0,20.8104,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,77.39,4888.14,0.0
gfx950,256,16,65536,1536,ck,8,0,20.5514,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,156.74,5001.36,0.0
gfx950,256,32,65536,1536,ck,12,0,23.809,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,270.59,4406.18,0.0
gfx950,256,64,65536,1536,ck,2,0,26.6901,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,482.76,4089.54,0.0
gfx950,256,128,65536,1536,ck,0,0,35.0638,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,734.94,3354.94,0.0
gfx950,256,256,65536,1536,ck,0,0,55.1566,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,934.42,2440.52,0.0
gfx950,256,512,65536,1536,ck,0,0,98.1037,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1050.72,1718.17,0.0
gfx950,256,1024,65536,1536,ck,0,0,185.943,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1108.72,1271.65,0.0
gfx950,256,2048,65536,1536,ck,0,0,356.1287,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1157.77,1045.25,0.0
gfx950,256,4096,65536,1536,ck,0,0,679.2358,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1214.06,947.87,0.0
gfx950,256,8192,65536,1536,cktile,11,0,946.0883,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1743.25,1254.63,0.0
gfx950,256,16384,65536,1536,ck,0,0,2699.619,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1221.85,842.09,0.0
gfx950,256,4,7168,7168,ck,8,0,22.5514,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,18.23,2282.17,0.0
gfx950,256,8,7168,7168,ck,8,0,22.5739,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,36.42,2283.71,0.0
gfx950,256,16,7168,7168,ck,8,0,21.6473,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,75.95,2389.41,0.0
gfx950,256,24,7168,7168,ck,8,0,22.6586,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,108.84,2290.36,0.0
gfx950,256,32,7168,7168,ck,8,0,21.6912,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,151.6,2400.44,0.0
